,0,1,2,3,4,5,6,7,8,9,10
0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
1,0.0274987205521495,0.2226833365815798,0.5059512618648532,0.9258108305069714,1.5737312105542292,1.8423271950210212,2.468040208330084,2.7198044909364567,2.8067853286472038,3.011162547825307,3.4759114797824737
2,0.0,0.06225118737992211,0.27483687139360946,0.6946964400357276,1.2993559098115601,1.5630550460541668,2.1662435765892543,2.418007859195627,2.5049886969063735,2.709365916084477,3.1741148480416435
3,0.0,0.0,0.017879883887352344,0.28669279568501516,0.7564383383240161,0.9782254854644716,1.581414015999559,1.8331782986059315,1.9118341801749572,2.0732793673631558,2.4551608740680466
4,0.0,0.0,0.0,0.0998863710658551,0.5005917440389034,0.7223788911793588,1.2702479345268594,1.518002733280014,1.5869474162238917,1.7483926034120902,2.1302741101169813
5,0.0,0.0,0.0,0.0,0.1226441644989364,0.2976224743130555,0.7330300009682922,0.9378292724385351,1.006773955382413,1.1682191425706114,1.5501006492755023
6,0.0,0.0,0.0,0.0,0.0,0.005525307988846412,0.27700514080765687,0.4818044122778998,0.5507490952217777,0.6793938754356565,0.9784079568882714
7,0.0,0.0,0.0,0.0,0.0,0.0,0.09817352095011318,0.2560077812842265,0.3069163094612354,0.4254294646595288,0.7244435461121437
8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.012695728247870608,0.04556810165801037,0.12114922486639881,0.33729588106673775
9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0021404903954000878,0.04913022098444896,0.23668548456544833
10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0019172082037438318,0.14631715760318198
11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05961531594341837
